"","Geology","WoodyCover","MAP_aggregated"
"6113","Basaltic",6.33651788948317,500
"6114","Basaltic",19.2088862600482,500
"6234","Basaltic",26.7150264079799,500
"6235","Basaltic",63.8572429540591,500
"6236","Basaltic",40.3360231322626,500
"6237","Basaltic",23.1099266739076,500
"6238","Basaltic",5.9003530692995,500
"6239","Basaltic",14.1384396329699,500
"6240","Basaltic",17.3765862308016,500
"6241","Basaltic",12.5852819658551,500
"6242","Basaltic",17.0692322127046,500
"6243","Basaltic",4.76733031156456,500
"6244","Basaltic",12.0861346777507,500
"6245","Basaltic",3.91755628197011,500
"6246","Basaltic",4.22355823526723,500
"6247","Basaltic",1.35968443266083,500
"6248","Basaltic",5.18114125259206,500
"6249","Basaltic",0.5,500
"6250","Basaltic",6.09253385772439,500
"6251","Basaltic",9.67350360635502,500
"6252","Basaltic",31.1272868545171,500
"6253","Basaltic",23.0556059744906,500
"6254","Basaltic",31.7021871793526,500
"6255","Basaltic",47.6933361218675,500
"6375","Basaltic",42.0483405210044,500
"6376","Basaltic",44.9969795180213,500
"6377","Basaltic",35.5251963202636,500
"6378","Basaltic",36.8679653931911,500
"6379","Basaltic",0.5,500
"6380","Basaltic",0.5,500
"6381","Basaltic",0.534956419137872,500
"6382","Basaltic",4.6375486055124,500
"6383","Basaltic",1.27622126776335,500
"6384","Basaltic",6.78898346702329,500
"6385","Basaltic",3.90423997125925,500
"6386","Basaltic",9.43205843385061,500
"6387","Basaltic",0.5,500
"6388","Basaltic",0.5,500
"6389","Basaltic",2.78600687498619,500
"6390","Basaltic",0.5,500
"6391","Basaltic",0.5,500
"6392","Basaltic",4.8129520604242,500
"6393","Basaltic",3.3518939089552,500
"6394","Basaltic",14.4620295908003,500
"6395","Basaltic",41.8870040933214,500
"6396","Basaltic",33.4269646538415,500
"6519","Basaltic",24.597522025953,450
"6520","Basaltic",20.8478101334259,450
"6521","Basaltic",9.66895588294259,450
"6522","Basaltic",3.07179085741186,500
"6523","Basaltic",5.02845251594459,500
"6524","Basaltic",13.3762340768983,500
"6525","Basaltic",10.0170550149254,500
"6526","Basaltic",10.5599179919591,500
"6527","Basaltic",3.74355868118101,450
"6528","Basaltic",7.15115663138746,500
"6529","Basaltic",0.5,500
"6530","Basaltic",0.5,500
"6531","Basaltic",0.5,500
"6532","Basaltic",0.5,500
"6533","Basaltic",22.3554586000884,500
"6534","Basaltic",6.58380804561884,500
"6535","Basaltic",23.8962645647814,500
"6536","Basaltic",40.3118380914253,500
"6660","Basaltic",19.9430063899413,450
"6661","Basaltic",45.5134182390124,450
"6662","Basaltic",0.503516021648024,450
"6663","Basaltic",4.79265382096359,450
"6664","Basaltic",0.5,450
"6665","Basaltic",2.41190046282925,450
"6666","Basaltic",0.906419854237709,450
"6667","Basaltic",0.5,450
"6668","Basaltic",0.577995901997688,450
"6669","Basaltic",1.46971769929885,450
"6670","Basaltic",2.70034193396038,450
"6671","Basaltic",0.5,500
"6672","Basaltic",0.5,500
"6673","Basaltic",4.54436476677349,500
"6674","Basaltic",4.55300744812247,450
"6675","Basaltic",0.5,500
"6676","Basaltic",9.2175813100046,500
"6677","Basaltic",33.5824108577948,500
"6802","Basaltic",45.0383159416064,450
"6803","Basaltic",11.4740478759074,450
"6804","Basaltic",0.5,450
"6805","Basaltic",4.27446395415191,450
"6806","Basaltic",5.37933037744597,450
"6807","Basaltic",2.16198713311489,450
"6808","Basaltic",29.498433803051,450
"6809","Basaltic",7.72614517246024,450
"6810","Basaltic",0.5,450
"6811","Basaltic",0.477704594900878,500
"6812","Basaltic",5.90244439208055,500
"6813","Basaltic",0.5,450
"6814","Basaltic",0.5,450
"6815","Basaltic",10.0220426680494,450
"6816","Basaltic",3.46803888553998,500
"6817","Basaltic",1.40160837008836,500
"6818","Basaltic",34.6513040070422,500
"6822","Basaltic",26.2921165568184,500
"6944","Basaltic",32.5252373303736,450
"6945","Basaltic",0.583458848163461,450
"6946","Basaltic",0.5,450
"6947","Basaltic",5.66874572828959,450
"6948","Basaltic",0.5,450
"6949","Basaltic",0.5,450
"6950","Basaltic",8.87313227937939,450
"6951","Basaltic",3.88359227413892,450
"6952","Basaltic",3.25993741940715,450
"6953","Basaltic",2.38234797065097,500
"6954","Basaltic",0.441775943182608,450
"6955","Basaltic",0.5,450
"6956","Basaltic",1.03098800988824,450
"6957","Basaltic",0.504403682155402,450
"6958","Basaltic",0.802982672571811,450
"6959","Basaltic",1.82185234795897,500
"6960","Basaltic",28.780921970034,500
"6961","Basaltic",4.29972521210142,500
"6962","Basaltic",9.51351004479087,500
"6963","Basaltic",18.0709619004567,500
"7086","Basaltic",22.5567512275491,450
"7087","Basaltic",4.00423792684105,450
"7088","Basaltic",1.51582708516999,450
"7089","Basaltic",0.5,450
"7090","Basaltic",0.5,450
"7091","Basaltic",0.5,450
"7092","Basaltic",0.935450426183218,450
"7093","Basaltic",0.5,450
"7094","Basaltic",0.69455359679005,450
"7095","Basaltic",3.41432936350659,450
"7096","Basaltic",2.70415950399759,450
"7097","Basaltic",0.5,450
"7098","Basaltic",12.5430438041473,450
"7099","Basaltic",0.491559163837599,450
"7100","Basaltic",0.46696987220993,450
"7101","Basaltic",25.5758810034143,450
"7102","Basaltic",5.59144487704797,450
"7103","Basaltic",7.4574352593725,500
"7104","Basaltic",35.7641315416045,500
"7228","Basaltic",3.80088467612318,450
"7229","Basaltic",3.86936006656203,450
"7230","Basaltic",10.1944093842765,450
"7231","Basaltic",3.05225292374198,450
"7232","Basaltic",7.27693539330127,450
"7233","Basaltic",3.82223750932082,450
"7234","Basaltic",3.50069784410397,450
"7235","Basaltic",6.17547626523081,450
"7236","Basaltic",0.316094406048756,450
"7237","Basaltic",0.451865946517863,450
"7238","Basaltic",0.387982156311038,450
"7239","Basaltic",0.804258787347039,450
"7240","Basaltic",0.460612973571737,450
"7241","Basaltic",0.5,450
"7242","Basaltic",8.34052357227024,450
"7243","Basaltic",8.29654851813896,450
"7244","Basaltic",11.3010717827585,450
"7245","Basaltic",8.83330008236722,500
"7249","Basaltic",53.2018333463552,500
"7250","Basaltic",37.2950576945711,500
"7370","Basaltic",45.478185437056,450
"7371","Basaltic",31.2773273583795,450
"7372","Basaltic",5.12182848976346,450
"7373","Basaltic",10.0583329823291,450
"7374","Basaltic",5.9661035963745,450
"7375","Basaltic",0.5,450
"7376","Basaltic",20.6417657006916,450
"7377","Basaltic",4.90894935705724,450
"7378","Basaltic",3.11176337649237,450
"7379","Basaltic",1.48127387481338,450
"7380","Basaltic",14.6778405623826,450
"7381","Basaltic",6.44312932751195,450
"7382","Basaltic",0.506303293839256,450
"7383","Basaltic",0.5,450
"7384","Basaltic",20.8960905916551,450
"7385","Basaltic",15.0776696420104,450
"7386","Basaltic",46.1415690168445,500
"7389","Basaltic",16.3072378474499,500
"7390","Basaltic",46.4592880909381,500
"7391","Basaltic",46.906096966505,500
"7392","Basaltic",46.7075993117083,500
"7393","Basaltic",51.9406281810337,500
"7394","Basaltic",61.6592664418141,500
"7511","Basaltic",45.3392176025271,450
"7512","Basaltic",31.0194896168778,450
"7513","Basaltic",3.94970386595472,450
"7514","Basaltic",13.7985273482317,450
"7515","Basaltic",7.7939900333477,450
"7516","Basaltic",9.04942709113794,450
"7517","Basaltic",11.6490064924947,450
"7518","Basaltic",15.3187905662288,450
"7519","Basaltic",30.9883267756123,450
"7520","Basaltic",8.90052769092319,450
"7521","Basaltic",11.1098402283443,450
"7522","Basaltic",10.4392806906674,450
"7523","Basaltic",11.7027979697531,450
"7524","Basaltic",10.4601766935393,450
"7525","Basaltic",31.2172958685806,450
"7526","Basaltic",18.606052286288,450
"7527","Basaltic",32.5376913251677,450
"7528","Basaltic",41.769569817744,450
"7529","Basaltic",14.3247202905265,450
"7530","Basaltic",16.0146398595124,450
"7531","Basaltic",48.7224477868379,450
"7532","Basaltic",57.3536959632831,450
"7533","Basaltic",47.9837574784453,450
"7534","Basaltic",44.6126196990142,500
"7535","Basaltic",57.2594149240622,500
"7536","Basaltic",58.6715804933045,450
"7653","Basaltic",1.33356605867377,450
"7654","Basaltic",0.5,450
"7655","Basaltic",7.57663849959606,450
"7656","Basaltic",0.5,450
"7657","Basaltic",11.3091629453972,450
"7658","Basaltic",10.9313176665781,450
"7659","Basaltic",34.1638116042683,450
"7660","Basaltic",33.5678507555387,450
"7661","Basaltic",39.4305723755707,450
"7662","Basaltic",21.7362421832131,450
"7663","Basaltic",26.3747224840321,450
"7664","Basaltic",14.2661860093296,450
"7665","Basaltic",10.0384748846349,450
"7666","Basaltic",27.2331936476801,450
"7667","Basaltic",18.8552273097203,450
"7668","Basaltic",20.6646689937127,450
"7669","Basaltic",17.7636735850916,450
"7670","Basaltic",24.6001242388567,450
"7671","Basaltic",11.910253212601,450
"7672","Basaltic",16.3451689111638,450
"7673","Basaltic",21.1382520096329,450
"7674","Basaltic",43.9512538724104,450
"7675","Basaltic",38.0128083331169,450
"7676","Basaltic",49.1228796703172,450
"7677","Basaltic",42.2019603541741,450
"7794","Basaltic",6.12038277458321,450
"7795","Basaltic",12.261437241111,450
"7796","Basaltic",7.68897474068492,450
"7797","Basaltic",2.87761440227889,450
"7798","Basaltic",0.5,450
"7799","Basaltic",8.65461286107189,450
"7800","Basaltic",10.0592001839106,450
"7801","Basaltic",3.93836815022954,450
"7802","Basaltic",15.2256295871941,450
"7803","Basaltic",15.0382297286273,450
"7804","Basaltic",18.0039319161117,450
"7805","Basaltic",24.4680589887083,450
"7806","Basaltic",27.5272307084546,450
"7807","Basaltic",14.7334874088714,450
"7808","Basaltic",20.1097779751785,450
"7809","Basaltic",28.7639209971377,450
"7810","Basaltic",17.9414850472249,450
"7811","Basaltic",25.7305240807906,450
"7812","Basaltic",25.8898325348527,450
"7813","Basaltic",13.4944326081012,450
"7814","Basaltic",21.1294453489935,450
"7815","Basaltic",25.5405436219653,450
"7816","Basaltic",26.9943526379793,450
"7817","Basaltic",42.8972707639635,450
"7818","Basaltic",48.2285966762036,450
"7819","Basaltic",35.4827640599259,450
"7936","Basaltic",12.1000932193637,450
"7937","Basaltic",7.79651456962686,450
"7938","Basaltic",10.0406021219448,450
"7939","Basaltic",1.94546457700281,450
"7940","Basaltic",9.22593527679558,450
"7941","Basaltic",15.0311359124847,450
"7942","Basaltic",11.9555195674516,450
"7943","Basaltic",12.4338317244613,450
"7944","Basaltic",28.6314533912957,450
"7945","Basaltic",24.3569409586756,450
"7946","Basaltic",12.3652354825137,450
"7947","Basaltic",8.37638166980402,450
"7948","Basaltic",7.20085677021492,450
"7949","Basaltic",2.00762542071911,450
"7950","Basaltic",1.20140706169103,450
"7951","Basaltic",14.0734360742217,450
"7952","Basaltic",13.3292455062897,450
"7953","Basaltic",30.3126705396052,450
"7954","Basaltic",25.6299012119776,450
"7955","Basaltic",12.0705384621515,450
"7956","Basaltic",31.6089778943564,450
"7957","Basaltic",23.1449277418101,450
"7958","Basaltic",28.2724348601297,450
"7959","Basaltic",29.5109138678735,450
"7960","Basaltic",36.7848437374016,450
"7961","Basaltic",54.9156365874302,450
"8077","Basaltic",10.166231073126,450
"8078","Basaltic",21.5002492144512,450
"8079","Basaltic",8.50944746915249,450
"8080","Basaltic",7.19789295655689,450
"8081","Basaltic",0.5,450
"8082","Basaltic",23.841159499334,450
"8083","Basaltic",14.0206414996872,450
"8084","Basaltic",18.6191043335229,450
"8085","Basaltic",19.4757000314356,450
"8086","Basaltic",19.0949850564564,450
"8087","Basaltic",8.55777355300203,450
"8088","Basaltic",20.4311920876126,450
"8089","Basaltic",2.63730090785744,450
"8090","Basaltic",4.73626606099129,450
"8091","Basaltic",1.23421807392851,450
"8092","Basaltic",11.9762184716308,450
"8093","Basaltic",18.2145768088207,450
"8094","Basaltic",19.8018715478209,450
"8095","Basaltic",22.1353083413326,450
"8096","Basaltic",16.1184702074306,450
"8097","Basaltic",17.7234781255066,450
"8098","Basaltic",19.6484072760217,450
"8099","Basaltic",52.3798050666194,450
"8100","Basaltic",37.8562927653731,450
"8101","Basaltic",33.1101211110206,450
"8102","Basaltic",58.8005451854012,450
"8103","Basaltic",49.9942905591764,450
"8217","Basaltic",23.0317342184221,450
"8218","Basaltic",19.514487043021,450
"8219","Basaltic",8.36374402695786,450
"8220","Basaltic",10.154572552426,450
"8221","Basaltic",2.78670956262691,450
"8222","Basaltic",1.7990507103981,450
"8223","Basaltic",2.55006054388956,450
"8224","Basaltic",6.89717927974075,450
"8225","Basaltic",10.6864061618737,450
"8226","Basaltic",12.7985303194863,450
"8227","Basaltic",9.88370635977713,450
"8228","Basaltic",0.5,450
"8229","Basaltic",16.8238288994322,450
"8230","Basaltic",11.2774164353878,450
"8231","Basaltic",9.58777426837997,450
"8232","Basaltic",9.82387692370772,450
"8233","Basaltic",11.6029670632137,450
"8234","Basaltic",20.0415262626846,450
"8235","Basaltic",10.9160242131627,450
"8236","Basaltic",14.9249672333345,450
"8237","Basaltic",17.0510475330615,450
"8238","Basaltic",33.1521974776613,450
"8239","Basaltic",22.8258552076874,450
"8240","Basaltic",27.5849805775934,450
"8241","Basaltic",16.3528000880861,450
"8242","Basaltic",37.8335134059678,450
"8243","Basaltic",51.0011649686623,450
"8358","Basaltic",18.2188045692985,450
"8359","Basaltic",24.4868226978589,450
