"","Geology","WoodyCover","MAP_aggregated"
"16519","Granitic",33.1868338890888,500
"16520","Granitic",18.5477304324142,500
"16521","Granitic",32.7732634622676,500
"16522","Granitic",29.0676091412914,500
"16523","Granitic",30.6958672529216,500
"16524","Granitic",34.4751486745231,500
"16525","Granitic",38.5835749531274,500
"16526","Granitic",34.6379024352303,500
"16527","Granitic",31.802402786979,500
"16528","Granitic",25.4902398106036,500
"16529","Granitic",39.8735555782908,500
"16530","Granitic",37.2702513537622,500
"16531","Granitic",34.2649364948907,500
"16532","Granitic",40.170863771584,500
"16533","Granitic",44.5937541804487,500
"16534","Granitic",38.9859596470882,500
"16535","Granitic",35.1035873682991,500
"16536","Granitic",27.7390591653629,500
"16537","Granitic",45.2415481075859,500
"16538","Granitic",46.4650904713183,500
"16539","Granitic",42.24240126972,500
"16540","Granitic",34.222597498963,500
"16541","Granitic",42.0028597231754,500
"16542","Granitic",44.4415878215206,500
"16546","Granitic",30.2488397322857,500
"16547","Granitic",42.4340923133961,500
"16548","Granitic",43.4565749280878,500
"16549","Granitic",10.7660824991278,500
"16550","Granitic",39.4262739345722,500
"16551","Granitic",38.7806444409296,500
"16552","Basaltic",24.8686971267505,450
"16553","Basaltic",18.693541070225,450
"16554","Basaltic",27.07007333036,450
"16555","Basaltic",14.4856691044825,450
"16556","Basaltic",11.5217366494358,450
"16557","Basaltic",15.5206780284032,450
"16558","Basaltic",24.029714335582,450
"16559","Basaltic",27.8867778276951,450
"16560","Basaltic",19.8760128998372,450
"16561","Basaltic",8.4766103832514,450
"16562","Basaltic",16.9397983504598,450
"16563","Basaltic",9.02025806777956,450
"16564","Basaltic",3.5789794345642,450
"16565","Basaltic",1.98343413353939,450
"16566","Basaltic",0.790628540817755,450
"16567","Basaltic",5.31527652131026,450
"16568","Basaltic",6.26097496348519,450
"16569","Basaltic",0.5,450
"16570","Basaltic",2.68200656577258,450
"16571","Basaltic",20.9266401915391,450
"16572","Basaltic",26.7124071945886,450
"16573","Basaltic",24.9925878230088,450
"16574","Basaltic",30.4684254617163,450
"16575","Basaltic",25.5706151625654,450
"16576","Basaltic",30.6027947645878,450
"16653","Granitic",21.8299641931799,550
"16654","Granitic",12.3262142853333,550
"16655","Granitic",15.6360236610519,550
"16656","Granitic",27.6344909898026,500
"16657","Granitic",33.1208676819989,500
"16658","Granitic",28.6533686942332,500
"16659","Granitic",38.6095737048465,500
"16660","Granitic",40.626368660435,500
"16661","Granitic",31.2185821316491,500
"16662","Granitic",33.0490030559637,500
"16663","Granitic",33.7642135885165,500
"16664","Granitic",32.4650425829226,500
"16665","Granitic",39.1107130337994,500
"16666","Granitic",33.8875402906904,500
"16667","Granitic",44.1542661748453,500
"16668","Granitic",41.3247878008787,500
"16669","Granitic",39.9556527401461,500
"16670","Granitic",33.6365005338736,500
"16671","Granitic",34.9958390640495,500
"16672","Granitic",37.8906077217573,500
"16673","Granitic",39.6083229682137,500
"16674","Granitic",46.9063879806697,500
"16675","Granitic",37.7957020711527,500
"16676","Granitic",43.1391688165481,500
"16677","Granitic",41.7595248882663,500
"16678","Granitic",46.3951324497652,500
"16679","Granitic",42.7506139376974,500
"16680","Granitic",40.7090539427615,500
"16681","Granitic",36.8304480226982,500
"16682","Granitic",31.369310919073,500
"16683","Granitic",48.208446122485,500
"16688","Granitic",42.1108011879841,500
"16689","Granitic",44.889449102049,500
"16690","Granitic",42.6296599510877,500
"16691","Granitic",46.6722948045226,500
"16692","Granitic",32.1107922543463,500
"16693","Basaltic",40.6246515532658,500
"16694","Basaltic",23.1083707888778,500
"16695","Basaltic",13.5029910780796,450
"16696","Basaltic",12.8408339743675,450
"16697","Basaltic",16.1488130884213,450
"16698","Basaltic",22.66028012054,450
"16699","Basaltic",11.504857906207,450
"16700","Basaltic",22.0846447509062,450
"16701","Basaltic",19.2115706922424,450
"16702","Basaltic",17.6568712901176,450
"16703","Basaltic",8.42582699760915,450
"16704","Basaltic",12.8790829554115,450
"16705","Basaltic",8.86952446406752,450
"16706","Basaltic",6.9042955288904,450
"16707","Basaltic",7.98577923573331,450
"16708","Basaltic",3.48244472490553,450
"16709","Basaltic",0.5,450
"16710","Basaltic",1.42678957319339,450
"16711","Basaltic",0.5,450
"16712","Basaltic",12.0986858461321,450
"16713","Basaltic",23.5326803195727,450
"16714","Basaltic",24.0888802006159,450
"16715","Basaltic",22.2254995239093,450
"16716","Basaltic",25.2652969618116,450
"16717","Basaltic",36.702602205343,450
"16719","Basaltic",48.0715582313274,450
"16795","Granitic",36.0597874194956,550
"16796","Granitic",27.5177428311228,500
"16797","Granitic",35.9059451230896,500
"16798","Granitic",32.0521915514094,500
"16799","Granitic",29.7476368154467,500
"16800","Granitic",39.779601070704,500
"16801","Granitic",38.3706177435125,500
"16802","Granitic",42.5206337485852,500
"16803","Granitic",23.4743039305867,500
"16804","Granitic",30.7615738899727,500
"16805","Granitic",29.4452036509305,500
"16806","Granitic",44.583983235009,500
"16807","Granitic",39.6925817805479,500
"16808","Granitic",40.7907968768815,500
"16809","Granitic",38.1811689457266,500
"16810","Granitic",43.4688546565182,500
"16811","Granitic",43.1509827708207,500
"16812","Granitic",39.7349706446515,500
"16813","Granitic",26.8247829876389,500
"16814","Granitic",45.7258872677689,500
"16815","Granitic",36.4593546222377,500
"16816","Granitic",40.9753553851202,500
"16817","Granitic",39.8426132531105,500
"16818","Granitic",32.257939701852,500
"16819","Granitic",38.81745031881,500
"16820","Granitic",38.9211959832305,500
"16821","Granitic",34.6850505653525,500
"16822","Granitic",37.5065023439978,500
"16823","Granitic",43.3565267012003,500
"16824","Granitic",40.8619061445593,500
"16825","Granitic",41.5241157139914,500
"16829","Granitic",51.3579702017994,500
"16830","Granitic",48.7832201091397,500
"16831","Granitic",33.301943898787,500
"16832","Granitic",46.3678839195448,500
"16833","Granitic",44.5438107595532,500
"16834","Basaltic",43.4821513110607,500
"16835","Basaltic",24.4731796542613,500
"16836","Basaltic",7.85078198044537,500
"16837","Basaltic",6.96527299830507,450
"16838","Basaltic",5.58205099003812,450
"16839","Basaltic",11.0080479449087,450
"16840","Basaltic",16.0087123032239,450
"16841","Basaltic",21.0386547442357,450
"16842","Basaltic",7.03568704441082,450
"16843","Basaltic",13.2454235264944,450
"16844","Basaltic",13.7437401154586,450
"16845","Basaltic",16.1574763341448,450
"16846","Basaltic",4.36573128809191,450
"16847","Basaltic",7.76373895572636,450
"16848","Basaltic",0.655032396967665,450
"16849","Basaltic",7.73122123746523,450
"16850","Basaltic",0.5,450
"16851","Basaltic",0.5,450
"16852","Basaltic",5.53710086521972,450
"16853","Basaltic",28.2391362704196,450
"16854","Basaltic",28.6286372699024,450
"16855","Basaltic",26.4054999892652,450
"16856","Basaltic",29.9619567957985,450
"16857","Basaltic",24.194605685917,450
"16858","Basaltic",27.5753461080665,450
"16860","Basaltic",41.8706064254906,450
"16936","Granitic",33.0641943506339,550
"16937","Granitic",29.4755137138113,500
"16938","Granitic",40.1921679979017,500
"16939","Granitic",46.093385975239,500
"16940","Granitic",29.2744825561846,500
"16941","Granitic",43.0201698803644,500
"16942","Granitic",44.8842641234084,500
"16943","Granitic",36.8505034915868,500
"16944","Granitic",32.4012746363007,500
"16945","Granitic",41.5957710352564,500
"16946","Granitic",33.9405376974176,500
"16947","Granitic",28.7660965804128,500
"16948","Granitic",36.86314749705,500
"16949","Granitic",26.8704468767276,500
"16950","Granitic",37.0063571741123,500
"16951","Granitic",43.1470464734806,500
"16952","Granitic",33.4395847584158,500
"16953","Granitic",31.0641212786169,500
"16954","Granitic",27.0891194579397,500
"16955","Granitic",44.8277889082773,500
"16956","Granitic",34.5824684425499,500
"16957","Granitic",46.837124531855,500
"16958","Granitic",32.7172321100346,500
"16959","Granitic",31.3300399731806,500
"16960","Granitic",39.093897822323,500
"16961","Granitic",45.6328355106564,500
"16962","Granitic",42.4502153891779,500
"16963","Granitic",50.6955109905246,500
"16964","Granitic",43.9428953900474,500
"16965","Granitic",31.8018008920387,500
"16966","Granitic",42.8458780986839,500
"16967","Granitic",36.74457898111,500
"16968","Granitic",46.7221952466361,500
"16969","Granitic",46.070480472951,500
"16970","Granitic",40.5994596556258,500
"16971","Granitic",41.9718067686984,500
"16972","Granitic",46.0196411129539,500
"16973","Granitic",43.0489898024738,500
"16974","Granitic",44.5798707717799,500
"16975","Basaltic",39.6180083774626,500
"16976","Basaltic",34.8317408139795,500
"16977","Basaltic",10.5611423734543,500
"16978","Basaltic",18.5737174998875,500
"16979","Basaltic",11.2681893870522,450
"16980","Basaltic",12.9098430533255,450
"16981","Basaltic",2.52344797907054,450
"16982","Basaltic",17.5273393549609,450
"16983","Basaltic",14.3445759397821,450
"16984","Basaltic",7.53211162842433,450
"16985","Basaltic",10.1062292496082,450
"16986","Basaltic",3.87916606170387,450
"16987","Basaltic",5.29901819482144,450
"16988","Basaltic",6.72743129404201,450
"16989","Basaltic",7.38989208219098,450
"16990","Basaltic",0.5,450
"16991","Basaltic",0.926441985003006,450
"16992","Basaltic",5.70591816287159,450
"16993","Basaltic",0.863238993749963,450
"16994","Basaltic",16.9333603232011,450
"16995","Basaltic",26.1845940154832,450
"16996","Basaltic",23.4883714108807,450
"16997","Basaltic",27.1407966440141,450
"16998","Basaltic",17.4832837960744,450
"16999","Basaltic",54.7318426832195,450
"17001","Basaltic",43.0046072717149,450
"17077","Granitic",28.2326160267758,500
"17078","Granitic",32.5796820013084,500
"17079","Granitic",29.8193375384447,500
"17080","Granitic",33.6119770986953,500
"17081","Granitic",38.1211210710308,500
"17082","Granitic",46.6761984932455,500
"17083","Granitic",35.7084067089831,500
"17084","Granitic",49.9051480885167,500
"17085","Granitic",26.8624657409414,500
"17086","Granitic",40.3125227202151,500
"17087","Granitic",41.8431326209553,500
"17088","Granitic",34.1495886061083,500
"17089","Granitic",21.2750466578006,500
"17090","Granitic",35.5381072328895,500
"17091","Granitic",35.4648935481866,500
"17092","Granitic",42.5309437682864,500
"17093","Granitic",43.9551703923696,500
"17094","Granitic",30.7997169981927,500
"17095","Granitic",43.2227255369309,500
"17096","Granitic",40.1436718026469,500
"17097","Granitic",40.0518093263274,500
"17098","Granitic",36.3780147354618,500
"17099","Granitic",34.4492201931141,500
"17100","Granitic",40.0052232871944,500
"17101","Granitic",47.4753180256097,500
"17102","Granitic",41.0831793231783,500
"17103","Granitic",42.1848447997288,500
"17104","Granitic",42.4622339596808,500
"17105","Granitic",31.6636060264505,500
"17106","Granitic",47.8134040424481,500
"17107","Granitic",47.080375177144,500
"17108","Granitic",50.9190562652563,500
"17109","Granitic",43.5384635204597,500
"17110","Granitic",50.5048175363869,500
"17111","Granitic",39.0625069761667,500
"17112","Granitic",37.8964284446271,500
"17113","Granitic",46.6576104433167,500
"17114","Granitic",46.5155094427205,500
"17115","Granitic",14.479146311521,500
"17116","Granitic",49.3911687485699,500
"17117","Basaltic",37.419991415898,500
"17118","Basaltic",27.9764879603813,500
"17119","Basaltic",27.6236070967794,500
"17120","Basaltic",7.11614131998753,500
"17121","Basaltic",7.29034587416844,450
"17122","Basaltic",3.08163081378696,450
"17123","Basaltic",8.38471349869035,450
"17124","Basaltic",10.8129817717842,450
"17125","Basaltic",17.2550359099456,450
"17126","Basaltic",16.0312204441731,450
"17127","Basaltic",7.42320312235856,450
"17128","Basaltic",0.761011003241064,450
"17129","Basaltic",18.5413328031787,450
"17130","Basaltic",3.57172227818457,450
"17131","Basaltic",0.484963905332209,450
"17132","Basaltic",1.7341565482721,450
"17133","Basaltic",6.93916762189366,450
"17134","Basaltic",0.5,450
"17135","Basaltic",23.5806687340399,450
"17136","Basaltic",14.9746848095899,450
"17137","Basaltic",3.59071765483652,450
"17138","Basaltic",25.0077224680822,450
"17139","Basaltic",24.0444245708999,450
"17140","Basaltic",21.5355193218612,450
"17142","Basaltic",37.8444722078741,450
"17219","Granitic",13.5603269615651,500
"17220","Granitic",29.9896136714927,500
"17221","Granitic",31.5466335303066,500
"17222","Granitic",43.5259694103543,500
"17223","Granitic",46.8876784048155,500
"17224","Granitic",38.8454097736869,500
"17225","Granitic",32.2584507176169,500
"17226","Granitic",43.2287199300139,500
"17227","Granitic",38.2738305244522,500
"17228","Granitic",31.852949921324,500
"17229","Granitic",19.4399556775981,500
"17230","Granitic",34.6864513419136,500
"17231","Granitic",34.2586297802516,500
"17232","Granitic",30.618094714474,500
"17233","Granitic",41.0428675186051,500
"17234","Granitic",42.6679386767336,500
"17235","Granitic",48.3480726748717,500
"17236","Granitic",30.9975019668722,500
"17237","Granitic",47.0646013734777,500
"17238","Granitic",32.9765428187553,500
"17239","Granitic",42.3805410978416,500
"17240","Granitic",44.5402933602745,500
"17241","Granitic",32.6269281921801,500
"17242","Granitic",35.9353611857088,500
"17243","Granitic",42.1362365795544,500
"17244","Granitic",42.4040477275483,500
"17245","Granitic",47.8293246844994,500
"17246","Granitic",40.8229101454335,500
"17247","Granitic",48.2602902573643,500
"17248","Granitic",48.8774015602698,500
"17249","Granitic",49.3512733409502,500
"17250","Granitic",46.2569190418756,500
"17251","Granitic",52.2898093706795,500
"17252","Granitic",47.1435546057492,500
"17253","Granitic",44.1564890273935,500
"17254","Granitic",47.3214740797614,500
"17255","Granitic",30.4000769055638,500
"17256","Granitic",20.9678151195439,500
"17257","Granitic",46.4290571237798,500
"17259","Basaltic",27.0822783965842,500
"17260","Basaltic",19.8279763040132,500
"17261","Basaltic",12.8653234366923,500
"17262","Basaltic",10.9319982128342,500
"17263","Basaltic",11.8379893871839,450
"17264","Basaltic",11.7332294616759,450
"17265","Basaltic",19.7365373013265,450
"17266","Basaltic",11.5392980580177,450
"17267","Basaltic",15.0510604999151,450
"17268","Basaltic",0.5,450
"17269","Basaltic",8.45033965159613,450
"17270","Basaltic",1.96707702768143,450
"17271","Basaltic",1.68243402751603,450
"17272","Basaltic",1.75550320804572,450
"17273","Basaltic",4.69237645712009,450
"17274","Basaltic",2.96352853806338,450
"17275","Basaltic",12.2377585170128,450
"17276","Basaltic",17.759780425844,450
"17277","Basaltic",13.5242671106122,450
"17278","Basaltic",20.3141734750387,450
"17279","Basaltic",20.3534727210479,450
"17280","Basaltic",25.457986942613,450
"17281","Basaltic",26.9539611340083,450
"17360","Granitic",26.0305959240312,500
"17361","Granitic",31.5075655332494,500
"17362","Granitic",30.3305161551022,500
"17363","Granitic",28.1569611876567,500
"17364","Granitic",40.7797673062057,500
"17365","Granitic",40.7735148055262,500
"17366","Granitic",26.02516843034,500
"17367","Granitic",28.8291429458828,500
"17368","Granitic",34.9315162944131,500
"17369","Granitic",38.8704134066213,500
"17370","Granitic",29.3498960751952,500
"17371","Granitic",23.3213689432666,500
"17372","Granitic",38.3640180599029,500
"17373","Granitic",29.6884250339474,500
"17374","Granitic",38.8953324793587,500
"17375","Granitic",33.1033886354752,500
"17376","Granitic",26.1875743357196,500
"17377","Granitic",38.7965288035676,500
"17378","Granitic",43.2482667052804,500
"17379","Granitic",25.7267076465189,500
"17380","Granitic",36.6092144475646,500
"17381","Granitic",47.9699781753087,500
"17382","Granitic",49.4930056485801,500
"17383","Granitic",47.4778342760818,500
"17384","Granitic",44.0588818184128,500
"17385","Granitic",44.3178695519985,500
"17386","Granitic",41.4754009176883,500
"17387","Granitic",44.8032304137972,500
"17388","Granitic",42.0755929826572,500
"17389","Granitic",44.0870353774971,500
"17390","Granitic",18.2953943817307,500
"17391","Granitic",35.8011024035644,500
"17392","Granitic",43.3767302228883,500
"17393","Granitic",47.9672918170072,500
"17394","Granitic",45.9080900093212,500
"17395","Granitic",51.0312699984083,500
"17396","Granitic",37.4742268747018,500
"17397","Granitic",43.99294248379,500
"17398","Granitic",41.0800466370658,500
"17399","Granitic",41.9943450974421,500
"17401","Basaltic",25.1806436042351,500
"17402","Basaltic",13.1262593189672,500
"17403","Basaltic",16.79348026586,500
"17404","Basaltic",12.952014237725,450
"17405","Basaltic",19.7449918751352,450
"17406","Basaltic",1.30056580312792,450
"17407","Basaltic",1.19210918994515,450
"17408","Basaltic",7.53812439426202,450
"17409","Basaltic",6.77341044063939,450
"17410","Basaltic",12.5037714835993,450
"17411","Basaltic",14.3688197620092,450
"17412","Basaltic",4.94008409170667,450
"17413","Basaltic",2.69540848676725,450
"17414","Basaltic",6.31969472380749,450
"17415","Basaltic",6.49712666737529,450
"17416","Basaltic",3.08515945306828,450
"17417","Basaltic",8.63292370565866,450
"17418","Basaltic",12.1353300120758,450
"17419","Basaltic",0.365786256027096,450
"17420","Basaltic",34.500560239596,450
"17421","Basaltic",22.4854015690062,450
"17422","Basaltic",13.6850614023271,450
"17502","Granitic",29.8934761880759,500
"17503","Granitic",37.5533717602375,500
"17504","Granitic",27.4247699786246,500
"17505","Granitic",30.1500760964079,500
"17506","Granitic",43.2050148768748,500
"17507","Granitic",35.7977419647399,500
"17508","Granitic",30.5344998689526,500
"17509","Granitic",36.7695641685695,500
"17512","Granitic",30.1588235568581,500
"17513","Granitic",33.9500890715896,500
"17514","Granitic",41.5663063799425,500
"17515","Granitic",47.6790827747786,500
"17516","Granitic",42.5410150672403,500
"17517","Granitic",33.2247411591914,500
"17518","Granitic",30.1537292359041,500
"17519","Granitic",47.6119395225673,500
"17520","Granitic",40.3746522289267,500
"17521","Granitic",48.37108560596,500
"17522","Granitic",51.5047832710523,500
"17523","Granitic",49.1526821130531,500
"17524","Granitic",50.7102555625707,500
"17525","Granitic",36.2401752179582,500
"17526","Granitic",40.3093825175812,500
"17527","Granitic",49.9257158812732,500
"17528","Granitic",47.8829205802181,500
"17529","Granitic",43.939316863371,500
"17530","Granitic",45.5540612414552,500
"17531","Granitic",49.9987080949755,500
"17532","Granitic",41.3021706585914,500
"17533","Granitic",45.9635625044304,500
"17534","Granitic",44.4568924050086,500
"17535","Granitic",47.8718332083998,500
"17536","Granitic",45.9864400395044,500
"17537","Granitic",39.0269461303095,500
"17538","Granitic",15.4477804235749,500
"17539","Granitic",29.9999107469633,500
"17540","Granitic",33.715618750829,500
"17543","Basaltic",16.5008973864225,500
"17544","Basaltic",26.1483365101854,500
"17545","Basaltic",12.1653262959351,450
"17546","Basaltic",10.396190035202,450
"17547","Basaltic",15.1426714882475,450
"17548","Basaltic",10.3488485194527,450
"17549","Basaltic",13.1934067512035,450
"17550","Basaltic",6.69147318988791,450
"17551","Basaltic",8.9603818696164,450
"17552","Basaltic",9.6904638685033,450
"17553","Basaltic",1.20929213503408,450
"17554","Basaltic",6.36937260176162,450
"17555","Basaltic",9.89998316917671,450
"17556","Basaltic",6.05942659886549,450
"17557","Basaltic",3.35675649886167,450
"17558","Basaltic",0.295132305831004,450
"17559","Basaltic",4.71228242354416,450
"17560","Basaltic",12.6310042312429,450
"17561","Basaltic",3.94078160041653,450
"17562","Basaltic",21.8646022596838,450
"17563","Basaltic",31.5053145100843,450
"17643","Granitic",35.4289474325334,500
"17644","Granitic",37.1052125195165,500
"17645","Granitic",21.7999668816222,500
"17646","Granitic",33.3557047383705,500
"17647","Granitic",24.5133377613099,500
"17648","Granitic",23.3151239022869,500
"17649","Granitic",18.9953354889184,500
"17650","Granitic",42.5085980378483,500
"17651","Granitic",36.4504730266757,500
"17654","Granitic",39.6228376068245,500
"17655","Granitic",33.8543353894737,500
"17656","Granitic",44.2189501600005,500
"17657","Granitic",27.4387242222498,500
"17658","Granitic",39.1063212487218,500
"17659","Granitic",44.7072102483878,500
"17660","Granitic",44.0337648454518,500
"17661","Granitic",44.2859950510929,500
"17662","Granitic",49.2316208793254,500
"17663","Granitic",49.0743564224987,500
"17664","Granitic",48.3201451042601,500
"17665","Granitic",24.9654340740632,500
"17666","Granitic",45.4996974536479,500
"17667","Granitic",49.7605155615627,500
"17668","Granitic",45.4601273530878,500
"17669","Granitic",42.3432987875499,500
"17670","Granitic",45.3407699748837,500
"17671","Granitic",46.9606939752674,500
"17672","Granitic",47.5235553588539,500
"17673","Granitic",39.1555954943864,500
"17674","Granitic",48.9001925185851,500
"17675","Granitic",40.0481293982213,500
"17676","Granitic",44.1654471994644,500
"17677","Granitic",44.9700642580238,500
"17678","Granitic",48.255761914648,500
"17679","Granitic",35.626122909944,450
"17680","Granitic",41.4135581191618,500
"17681","Granitic",29.5862535956532,500
"17684","Basaltic",12.2645550424941,500
"17685","Basaltic",8.0088901393608,500
"17686","Basaltic",8.14466594314692,500
"17687","Basaltic",13.3484500153283,450
"17688","Basaltic",13.2639688867562,450
"17689","Basaltic",7.39278216488531,450
"17690","Basaltic",11.7914872467509,450
"17691","Basaltic",11.5866674377158,450
"17692","Basaltic",12.1197462260288,450
"17693","Basaltic",11.8089334968056,450
"17694","Basaltic",9.82341999064647,450
"17695","Basaltic",6.57299283253979,450
"17696","Basaltic",0.5,450
"17697","Basaltic",4.91590089930743,450
"17698","Basaltic",4.37771866593345,450
"17699","Basaltic",1.09918519635895,450
"17700","Basaltic",5.18711350810964,450
"17701","Basaltic",6.28387588276981,450
"17702","Basaltic",18.7697728656358,450
"17703","Basaltic",19.4870302330828,450
"17704","Basaltic",19.3707148610206,450
"17784","Granitic",34.3403916444146,500
"17785","Granitic",46.9672424332946,500
"17786","Granitic",31.2402421400611,500
"17787","Granitic",17.3412600857952,500
"17788","Granitic",32.597379802363,500
"17789","Granitic",33.4493408980419,500
"17790","Granitic",29.2123540044468,500
"17791","Granitic",27.8536885011855,500
"17792","Granitic",35.9548048703133,500
"17793","Granitic",30.5389438268292,500
"17795","Granitic",33.4761554982989,500
"17796","Granitic",39.9503109231614,500
"17797","Granitic",46.685566474385,500
"17798","Granitic",36.5373767316326,500
"17799","Granitic",44.3051873166986,500
"17800","Granitic",47.9948795669429,500
"17801","Granitic",26.7383298984783,500
"17802","Granitic",52.2952912939249,500
"17803","Granitic",47.5082977317372,500
"17804","Granitic",35.7557812647334,500
"17805","Granitic",47.1870099397282,500
"17806","Granitic",46.130444758973,500
"17807","Granitic",43.1648291755067,500
"17808","Granitic",48.5012702934629,500
"17809","Granitic",54.7351814649094,500
"17810","Granitic",47.6457164882903,500
"17811","Granitic",45.0263680256815,500
"17812","Granitic",38.8472920383482,500
"17813","Granitic",38.72672097961,500
"17814","Granitic",44.6771008169433,500
"17815","Granitic",42.0120971998731,500
"17816","Granitic",30.9824720383558,500
"17817","Granitic",45.1749242587007,500
"17818","Granitic",42.9485186274969,500
"17819","Granitic",46.5777820972138,500
"17820","Granitic",46.9036921256726,450
"17821","Granitic",30.497345167217,450
"17822","Granitic",40.9111462748629,450
"17823","Granitic",26.0362254158888,500
"17825","Basaltic",15.9441858943001,500
"17826","Basaltic",10.9851411535889,500
"17827","Basaltic",12.5997127353103,500
"17828","Basaltic",8.01349833487917,450
"17829","Basaltic",11.5284571806362,450
"17830","Basaltic",9.11417387642576,450
"17831","Basaltic",14.4722546354118,450
"17832","Basaltic",7.72912435195979,450
"17833","Basaltic",13.6410124380678,450
"17834","Basaltic",7.35294266637428,450
"17835","Basaltic",4.90809967179629,450
"17836","Basaltic",10.9683675490292,450
"17837","Basaltic",4.40555889717596,450
"17838","Basaltic",0.598090199707503,450
"17839","Basaltic",8.25758460467598,450
"17840","Basaltic",6.99328521908904,450
"17841","Basaltic",2.40983203536961,450
"17842","Basaltic",1.26894784565365,450
"17843","Basaltic",25.1633566583015,450
"17844","Basaltic",28.6487702508366,450
"17845","Basaltic",11.9537814798933,450
"17846","Basaltic",7.16188004451154,450
"17926","Granitic",37.5796460456567,500
"17927","Granitic",46.090014830466,500
"17928","Granitic",32.0964990247678,500
"17929","Granitic",36.6619224152533,500
"17930","Granitic",30.4926518841022,500
"17931","Granitic",37.416905916039,500
"17932","Granitic",39.1909175889805,500
"17933","Granitic",40.2393000691218,500
"17934","Granitic",39.7354471929021,500
"17937","Granitic",37.1681767637613,500
"17938","Granitic",33.0335420924233,500
"17939","Granitic",35.038181383334,500
"17940","Granitic",25.9375574500313,500
"17941","Granitic",33.0929051625439,500
"17942","Granitic",34.1521343234936,500
"17943","Granitic",42.2452826664512,500
"17944","Granitic",52.9536396832207,500
"17945","Granitic",44.859056934698,500
"17946","Granitic",46.541831616387,500
"17947","Granitic",47.611728636345,500
"17948","Granitic",48.5160586154776,500
"17949","Granitic",38.6749550910095,500
"17950","Granitic",44.1758727226979,500
"17951","Granitic",36.1705640365823,500
"17952","Granitic",48.8958149689118,500
"17953","Granitic",45.1735722632204,500
"17954","Granitic",49.1301145242187,500
"17955","Granitic",48.6516893235131,500
"17956","Granitic",44.1999527723793,500
"17957","Granitic",24.3815300048535,500
"17958","Granitic",48.6981508591689,500
"17959","Granitic",48.2991693856964,500
"17960","Granitic",41.7047926500746,450
"17961","Granitic",40.1402031121087,450
"17962","Granitic",39.6786223214042,450
"17964","Granitic",31.1010466143125,450
"17966","Basaltic",25.4319098526651,500
"17967","Basaltic",22.9469463112555,500
"17968","Basaltic",5.78241409131695,500
"17969","Basaltic",0.5,450
"17970","Basaltic",14.0340523492615,450
"17971","Basaltic",5.11482576247954,450
"17972","Basaltic",13.1053866223845,450
"17973","Basaltic",13.6209842971946,450
"17974","Basaltic",9.82618524021045,450
"17975","Basaltic",0.677307264695302,450
"17976","Basaltic",7.19532711435026,450
"17977","Basaltic",3.94622400324965,450
"17978","Basaltic",3.77519397885854,450
"17979","Basaltic",0.5,450
"17980","Basaltic",3.84558146097088,450
"17981","Basaltic",2.18338194182446,450
"17982","Basaltic",0.5,450
"17983","Basaltic",10.0679389269984,450
"17984","Basaltic",23.9809827497484,450
"17985","Basaltic",29.7700794050124,450
"17986","Basaltic",4.23349775699111,450
"17987","Basaltic",16.7814008241496,450
"18067","Granitic",31.5146546067694,500
"18068","Granitic",35.7243431267748,500
"18069","Granitic",41.0870385132517,500
"18070","Granitic",27.8003915564326,500
"18071","Granitic",39.5153167253989,500
"18072","Granitic",39.242729724463,500
"18073","Granitic",26.2928676808818,500
"18074","Granitic",40.9917848653808,500
"18075","Granitic",40.8489774020651,500
"18076","Granitic",35.2060718796699,500
"18079","Granitic",37.8961890247204,500
"18080","Granitic",39.2442661181949,500
"18081","Granitic",42.5653319610811,500
"18082","Granitic",36.7072947690267,500
"18083","Granitic",40.3862896088155,500
"18084","Granitic",44.0281425445977,500
"18085","Granitic",40.4425363697261,500
"18086","Granitic",49.2390595362317,500
"18087","Granitic",48.180215319822,500
"18088","Granitic",47.4240656664249,500
"18089","Granitic",50.7796854653244,500
"18090","Granitic",38.9470658558664,500
"18091","Granitic",42.5527675619134,500
"18092","Granitic",35.9553146193691,500
"18093","Granitic",45.731162860854,500
"18094","Granitic",47.1867165688822,500
"18095","Granitic",47.8539235338073,500
"18096","Granitic",46.3837501408445,500
"18097","Granitic",42.4714807787702,500
"18098","Granitic",37.6003460200423,500
"18099","Granitic",43.5995798680844,500
"18100","Granitic",42.6733296333282,500
"18101","Granitic",37.3775184042944,450
"18102","Granitic",44.3832621433411,450
"18103","Granitic",38.3640290081447,450
"18104","Granitic",37.3508944945208,450
"18106","Granitic",42.2240479532063,500
"18108","Basaltic",20.8947201134925,500
"18109","Basaltic",10.7187671331821,500
"18110","Basaltic",11.6492440103147,450
"18111","Basaltic",10.2552936038701,450
"18112","Basaltic",10.8963846908204,450
"18113","Basaltic",10.3228155562493,450
"18114","Basaltic",18.9147326812115,450
"18115","Basaltic",6.66854139351839,450
"18116","Basaltic",9.41082383436068,450
"18117","Basaltic",7.79576728382149,450
"18118","Basaltic",2.40152780251166,450
"18119","Basaltic",7.45924926681777,450
"18120","Basaltic",14.1833890397505,450
"18121","Basaltic",0.5,450
"18122","Basaltic",5.22777249771299,450
"18123","Basaltic",4.83185666417823,450
"18124","Basaltic",5.05143185388186,450
"18125","Basaltic",17.1546932942013,450
"18126","Basaltic",15.2500549112532,450
"18127","Basaltic",19.9566201174813,450
"18128","Basaltic",20.7094687811429,450
